status	case	seconds	input_sha256	output	phase_ir	residual_vmi_ops	diagnostic	phase_regions	phase_loops	phase_vloads	phase_vstores	phase_vmi_instances	phase_local_boundaries	phase_hard_boundaries	source_tileop_kinds	source_tileop_instances	assessment
PASS	_jit_attention_csa_test_20260723_032646/ptoas/rmsnorm_rope.pto	104	2b569e1beb8c5e394beab1388e1fc05da9700b3d41b18cfe3256fbc20290b416	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/rmsnorm_rope.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/rmsnorm_rope	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=36893, socket=/tmp/tilelib_daemon_36890.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=36893)	26	4	0	0	28	14	13	18	55	fusion_candidate_with_local_boundaries
PASS	_jit_attention_csa_test_20260723_032646/ptoas/rmsnorm_rope_cache_write.pto	109	baa66115afee1a183e07a8b8955407b629b74659851099a91a077e7b79abb276	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/rmsnorm_rope_cache_write.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/rmsnorm_rope_cache_write	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=37067, socket=/tmp/tilelib_daemon_37064.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=37067)	25	6	0	0	27	14	16	18	57	fusion_candidate_with_local_boundaries
PASS	_jit_attention_csa_test_20260723_032646/ptoas/rope_cs.pto	47	9fc80ec53033dd8ae995ee7ac2b0592c744f2aeab357fbb0eafdb01b07dd3259	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/rope_cs.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/rope_cs	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=37275, socket=/tmp/tilelib_daemon_37272.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=37275)	8	2	0	0	8	9	7	13	24	fusion_candidate_with_local_boundaries
PASS	_jit_attention_csa_test_20260723_032646/ptoas/scatter_softmax_pool.pto	91	a94b3a06d7f771aa1e5edff2045c23b513b28d0b3f6a8d77a2cda20e9a8987b9	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/scatter_softmax_pool.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/scatter_softmax_pool	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=37391, socket=/tmp/tilelib_daemon_37388.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=37391)	29	3	0	0	29	2	17	10	48	fusion_candidate_with_local_boundaries
PASS	_jit_attention_csa_test_20260723_032646/ptoas/scatter_softmax_pool_0.pto	87	16b7f9a296469a9d3ef9aceccb96d82b207033d166bc30b256903f8790f7b8aa	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/scatter_softmax_pool_0.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/scatter_softmax_pool_0	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=37540, socket=/tmp/tilelib_daemon_37537.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=37540)	29	4	0	0	29	2	17	10	48	fusion_candidate_with_local_boundaries
PASS	_jit_attention_csa_test_20260723_032646/ptoas/score_mat.pto	31	9a198a60f718e2887ff24628fd15734b5ebf70188a54ea3d9347305583d9ed08	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/score_mat.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/score_mat	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=37694, socket=/tmp/tilelib_daemon_37691.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=37694)	0	1	0	0	0	0	16	4	16	hard_boundary_only
PASS	_jit_attention_csa_test_20260723_032646/ptoas/score_reduce.pto	80	966f34addf7b14d886f2bdd87658fb541bffc29a5551e9d75c5ae66fd7a37ec1	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/score_reduce.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/score_reduce	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=37745, socket=/tmp/tilelib_daemon_37742.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=37745)	18	1	0	0	18	9	14	9	41	fusion_candidate_with_local_boundaries
PASS	_jit_attention_csa_test_20260723_032646/ptoas/split_pre_post.pto	51	47bc798b787da9cc5f37051e6423ec04a23f55a9585e27ebe76bf7fbaa0e0267	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/split_pre_post.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/split_pre_post	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=37878, socket=/tmp/tilelib_daemon_37875.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=37878)	10	0	0	0	12	6	7	10	25	fusion_candidate_with_local_boundaries
PASS	_jit_attention_csa_test_20260723_032646/ptoas/topk.pto	34	9a280594670a49dba96498b27036a3aa2c5fc5e3ffb5225e1a7f7ad1305f07c3	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/topk.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/topk	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=38021, socket=/tmp/tilelib_daemon_38018.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=38021)	1	0	0	0	1	3	11	10	15	fusion_candidate_with_local_boundaries
PASS	_jit_attention_csa_test_20260723_032646/ptoas/weights_proj.pto	33	09bd9bb3b81504fcfdd6328e3a4f82aee2dd04a960df7cd3bc6f0f035bea81dd	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/weights_proj.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/weights_proj	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=38077, socket=/tmp/tilelib_daemon_38074.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=38077)	0	1	0	0	0	0	15	4	15	hard_boundary_only
PASS	_jit_attention_csa_test_20260723_032646/ptoas/weights_proj_reduce.pto	21	ca42bde47e674a8c669c063f2689c91b6b958b6ca8cadd069e5d71eeb8ecd497	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_attention_csa_test_20260723_032646/ptoas/weights_proj_reduce.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_attention_csa_test_20260723_032646/ptoas/weights_proj_reduce	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=38134, socket=/tmp/tilelib_daemon_38129.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=38134)	4	0	0	0	4	0	5	4	9	fusion_candidate_clean
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/build_bias.pto	36	6e6a5eb5bc58a351255d0ca1f709cd7c8ad1a3aebccbfd033f7c42fa3f20bce4	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/build_bias.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/build_bias	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=38165, socket=/tmp/tilelib_daemon_38162.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=38165)	8	0	0	0	8	4	4	8	16	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/comb_sinkhorn.pto	277	4e85066f7d89bd3f7a308ad1423efdfccf458b118c30e34766fdee6909ff1f65	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/comb_sinkhorn.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/comb_sinkhorn	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=38232, socket=/tmp/tilelib_daemon_38229.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=38232)	56	1	0	0	56	52	21	14	129	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/gather_kv.pto	15	3a35a1f3f1525262fdce25deba47163955ea95afa80f5123856b88414af197e8	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/gather_kv.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/gather_kv	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=38701, socket=/tmp/tilelib_daemon_38698.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=38701)	2	2	0	0	2	1	3	4	6	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_post_inactive_pad.pto	7	49c3e572f4466710fd70feba789682144cb0336267243720ae8ae398f7676093	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_post_inactive_pad.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_post_inactive_pad	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=38722, socket=/tmp/tilelib_daemon_38719.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=38722)	0	2	0	0	0	1	1	2	2	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_post_prefill.pto	114	2e5f24f73e2c289d30e2ac94fd51e3e6499c2cee151f76f4fa14430abf08a3cb	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_post_prefill.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_post_prefill	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=38742, socket=/tmp/tilelib_daemon_38739.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=38742)	27	1	0	0	27	3	18	5	48	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_pre_linear.pto	32	c3341cc91f4ab3da661bddb644f23f697e9c84b69d3580d191c304896b85a4b2	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_pre_linear.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_pre_linear	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=38927, socket=/tmp/tilelib_daemon_38924.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=38927)	0	1	0	0	0	0	14	4	14	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_pre_rms.pto	47	539764fc9462855b9c3ce233d78fbdf308477c4b0abffe247abc6d2d0d1e49a6	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_pre_rms.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_pre_rms	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=38988, socket=/tmp/tilelib_daemon_38985.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=38988)	14	1	0	0	15	1	5	9	21	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_pre_seed.pto	6	d6218d22a604877e07935109107587f4fcc3a119f88a1fd63ad1b0ad1c8f0cc9	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_pre_seed.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/hc_pre_seed	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=39064, socket=/tmp/tilelib_daemon_39061.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=39064)	0	1	0	0	0	1	1	2	2	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/kv_proj_matmul.pto	51	a194b79e1f44ec7f432b38b85214acf06b4d6c16dd11aa7ada7f16821d5a00a4	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/kv_proj_matmul.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/kv_proj_matmul	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=39077, socket=/tmp/tilelib_daemon_39074.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=39077)	0	2	0	0	0	0	23	4	23	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/kv_proj_seed.pto	6	0ea07b4748d12ab3c8f8d588f11c2c6def1519b5bc354261b5d8c4fee1e2b56a	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/kv_proj_seed.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/kv_proj_seed	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=39154, socket=/tmp/tilelib_daemon_39151.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=39154)	0	2	0	0	0	1	1	2	2	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/kv_rms_norm_rope.pto	150	67eae6bf0545efc70dc58cdc0b87a557dc2a4d874161bab3fe358f528095311d	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/kv_rms_norm_rope.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/kv_rms_norm_rope	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=39166, socket=/tmp/tilelib_daemon_39163.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=39166)	31	5	0	0	32	18	20	17	70	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/merge_norm.pto	69	c66de5bd5bcb363f6a0668cc5eab0ec1c36745a9be91cd62450b164c19dbc45d	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/merge_norm.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/merge_norm	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=39404, socket=/tmp/tilelib_daemon_39403.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=39404)	16	3	0	0	16	7	9	12	32	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/mix_x.pto	60	c5b4112fa7cee447123771fae2a3be6d812b45cf881e5a6efbc8472cfe7baf87	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/mix_x.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/mix_x	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=39571, socket=/tmp/tilelib_daemon_39568.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=39571)	8	1	0	0	8	9	11	6	28	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_cache_write.pto	12	09b69f3cf1030c15f8c91ef74d421876d212c0fabb4db4ff54d411888fcc153d	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_cache_write.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_cache_write	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=39685, socket=/tmp/tilelib_daemon_39682.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=39685)	1	1	0	0	1	0	4	3	5	fusion_candidate_clean
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_kv_score_proj.pto	104	6831feacecaf7311cf8f88e85e2ef310ccdaaafc230fa23fc901b8c3ef532138	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_kv_score_proj.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_kv_score_proj	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=39703, socket=/tmp/tilelib_daemon_39700.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=39703)	0	7	0	0	0	0	46	4	46	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_rmsnorm_rope.pto	116	32612b94051bcddcce4b6e885f23cb541ae6744e51f10c8b857e35204fa7122d	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_rmsnorm_rope.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_rmsnorm_rope	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=39944, socket=/tmp/tilelib_daemon_39941.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=39944)	24	6	0	0	26	16	13	18	55	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_softmax_pool.pto	80	45b3668167eda5285c47cac6a610b7dea8f17d05717cbbeee4fd79371c8472a9	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_softmax_pool.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_softmax_pool	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=40168, socket=/tmp/tilelib_daemon_40164.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=40168)	30	3	0	0	30	5	9	10	44	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_state_update.pto	20	1de6355443229af7016e133f575fa684972b78354f1fef5cd8701b61ceb3870a	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_state_update.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_state_update	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=40307, socket=/tmp/tilelib_daemon_40304.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=40307)	4	1	0	0	4	0	6	4	10	fusion_candidate_clean
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_write_map.pto	9	6936057004b186aa5ce76f3ee7c3aec093acc5f870dc6f182b0a261c2ce8c4c7	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_write_map.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_c4_write_map	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=40338, socket=/tmp/tilelib_daemon_40335.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=40338)	0	1	0	0	0	2	2	3	6	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_csa_cache_write.pto	5	cb58158124c99dbf480063c341f29a0a4ca48f1dd575416cf32528d50436cf79	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_csa_cache_write.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_csa_cache_write	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=40357, socket=/tmp/tilelib_daemon_40354.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=40357)	0	1	0	0	0	0	2	2	2	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_csa_idx_halfrope.pto	12	4ef95c46120c2c9a85beb00aa94dfc2dee46131772f88a302c29d10f94a319b9	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_csa_idx_halfrope.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_csa_idx_halfrope	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=40368, socket=/tmp/tilelib_daemon_40365.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=40368)	0	1	0	0	0	2	4	3	6	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_csa_sparse_idx_tile.pto	8	8c303deac4f283fafb77c71d4cc757b69efe379f504382cd09152a4ae82dc9eb	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_csa_sparse_idx_tile.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_csa_sparse_idx_tile	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=40392, socket=/tmp/tilelib_daemon_40389.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=40392)	0	3	0	0	0	2	2	3	6	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_cache_write.pto	34	cc6b7490b441701f96b35c6683f8339ed077c52523c21615b275cf283d1362c2	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_cache_write.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_cache_write	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=40410, socket=/tmp/tilelib_daemon_40407.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=40410)	4	1	0	0	5	8	4	11	18	fusion_candidate_with_local_boundaries
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_kv_hadamard.pto	12	c429fe2864cc965524b962cf058c870734bbce23e3633810dfed687bdba09e7a	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_kv_hadamard.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_kv_hadamard	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=40466, socket=/tmp/tilelib_daemon_40462.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=40466)	0	1	0	0	0	0	6	4	6	hard_boundary_only
PASS	_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_kv_score_proj.pto	94	28bcb3e00d735a5f817ae2af793a0dca8cc5d01444d18430a270765883fb7bb8	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/final-vpto/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_kv_score_proj.pto.vpto.mlir	artifacts/533887b4ae09635e9c7ddb5db7d7bf29c12f8347/all-phase-ir/_jit_prefill_attention_csa_test_20260723_031246/ptoas/prefill_idx_c4_kv_score_proj	0	TileLib daemon 'ptodsl.tilelib.serving.daemon' started (pid=40493, socket=/tmp/tilelib_daemon_40486.sock) Info: ptodsl TileLib daemon started successfully TileLib daemon stopped (pid=40493)	0	7	0	0	0	0	46	4	46	hard_boundary_only
